i	j	k	t	i2	j2	k2	t2	coeff
1	4	1	3	1	4	1	16	1000
1	4	1	3	1	4	1	19	1000
1	4	1	3	1	4	1	18	1000
1	4	1	3	2	4	1	3	1000
1	4	1	3	2	4	1	2	1000
1	4	1	3	2	4	1	1	1000
1	4	1	3	2	4	1	0	1000
1	4	1	3	2	4	1	7	1000
1	4	1	3	2	4	1	6	1000
1	4	1	3	2	4	1	5	1000
1	4	1	3	2	4	1	4	1000
1	4	1	3	2	4	1	11	1000
1	4	1	3	2	4	1	10	1000
1	4	1	3	2	4	1	9	1000
1	4	1	3	2	4	1	8	1000
1	4	1	3	2	4	1	15	1000
1	4	1	3	2	4	1	14	1000
1	4	1	3	2	4	1	13	1000
1	4	1	3	2	4	1	12	1000
1	4	1	3	2	4	1	19	1000
1	4	1	3	2	4	1	18	1000
1	4	1	3	2	4	1	17	1000
1	4	1	3	2	4	1	16	1000
1	4	1	3	3	4	1	4	1000
1	4	1	3	3	4	1	5	1000
1	4	1	3	3	4	1	6	1000
1	4	1	3	3	4	1	7	1000
1	4	1	3	3	4	1	0	1000
1	4	1	3	3	4	1	1	1000
1	4	1	3	3	4	1	2	1000
1	4	1	3	3	4	1	3	1000
1	4	1	3	3	4	1	12	1000
1	4	1	3	3	4	1	13	1000
1	4	1	3	3	4	1	14	1000
1	4	1	3	3	4	1	15	1000
1	4	1	3	3	4	1	8	1000
1	4	1	3	3	4	1	9	1000
1	4	1	3	3	4	1	10	1000
1	4	1	3	3	4	1	11	1000
1	4	1	2	3	4	1	16	1000
1	4	1	2	3	4	1	17	1000
1	4	1	2	3	4	1	18	1000
1	4	1	2	3	4	1	19	1000
1	4	1	2	1	4	1	1	1000
1	4	1	2	1	4	1	0	1000
1	4	1	2	1	4	1	3	1000
1	4	1	2	1	4	1	2	-992
1	4	1	2	1	4	1	5	1000
1	4	1	2	1	4	1	4	1000
1	4	1	2	1	4	1	7	1000
1	4	1	2	1	4	1	6	1000
1	4	1	2	1	4	1	9	1000
1	4	1	2	1	4	1	8	1000
1	4	1	2	1	4	1	11	1000
1	4	1	2	1	4	1	10	1000
1	4	1	2	1	4	1	13	1000
1	4	1	2	1	4	1	12	1000
1	4	1	2	1	4	1	15	1000
1	4	1	2	1	4	1	14	1000
1	4	1	2	1	4	1	17	1000
1	4	1	2	1	4	1	16	1000
1	4	1	2	1	4	1	19	1000
1	4	1	2	1	4	1	18	1000
1	4	1	2	2	4	1	3	1000
1	4	1	2	2	4	1	2	1000
1	4	1	2	2	4	1	1	1000
1	4	1	2	2	4	1	0	1000
1	4	1	2	2	4	1	7	1000
1	4	1	2	2	4	1	6	1000
1	4	1	2	2	4	1	5	1000
1	4	1	2	2	4	1	4	1000
1	4	1	2	2	4	1	11	1000
1	4	1	2	2	4	1	10	1000
1	4	1	2	2	4	1	9	1000
1	4	1	2	2	4	1	8	1000
1	4	1	2	2	4	1	15	1000
1	4	1	2	2	4	1	14	1000
1	4	1	2	2	4	1	13	1000
1	4	1	2	2	4	1	12	1000
1	4	1	2	2	4	1	19	1000
1	4	1	2	2	4	1	18	1000
1	4	1	2	2	4	1	17	1000
1	4	1	2	2	4	1	16	1000
1	4	1	2	3	4	1	4	1000
1	4	1	2	3	4	1	5	1000
1	4	1	2	3	4	1	6	1000
1	4	1	2	3	4	1	7	1000
1	4	1	2	3	4	1	0	1000
1	4	1	2	3	4	1	1	1000
1	4	1	2	3	4	1	2	1000
1	4	1	2	3	4	1	3	1000
1	4	1	2	3	4	1	12	1000
1	4	1	2	3	4	1	13	1000
1	4	1	2	3	4	1	14	1000
1	4	1	2	3	4	1	15	1000
1	4	1	2	3	4	1	8	1000
1	4	1	2	3	4	1	9	1000
1	4	1	2	3	4	1	10	1000
1	4	1	2	3	4	1	11	1000
1	4	1	5	3	4	1	16	1000
1	4	1	5	3	4	1	17	1000
1	4	1	5	3	4	1	18	1000
1	4	1	5	3	4	1	19	1000
1	4	1	5	1	4	1	1	1000
1	4	1	5	1	4	1	0	1000
1	4	1	5	1	4	1	3	1000
1	4	1	5	1	4	1	2	1000
1	4	1	5	1	4	1	5	-992
1	4	1	5	1	4	1	4	1000
1	4	1	5	1	4	1	7	1000
1	4	1	5	1	4	1	6	1000
1	4	1	5	1	4	1	9	1000
1	4	1	5	1	4	1	8	1000
1	4	1	5	1	4	1	11	1000
1	4	1	5	1	4	1	10	1000
1	4	1	5	1	4	1	13	1000
1	4	1	5	1	4	1	12	1000
1	4	1	5	1	4	1	15	1000
1	4	1	5	1	4	1	14	1000
1	4	1	5	1	4	1	17	1000
1	4	1	5	1	4	1	16	1000
1	4	1	5	1	4	1	19	1000
1	4	1	5	1	4	1	18	1000
1	4	1	5	2	4	1	3	1000
1	4	1	5	2	4	1	2	1000
1	4	1	5	2	4	1	1	1000
1	4	1	5	2	4	1	0	1000
1	4	1	5	2	4	1	7	1000
1	4	1	5	2	4	1	6	1000
1	4	1	5	2	4	1	5	1000
1	4	1	5	2	4	1	4	1000
1	4	1	5	2	4	1	11	1000
1	4	1	5	2	4	1	10	1000
1	4	1	5	2	4	1	9	1000
1	4	1	5	2	4	1	8	1000
1	4	1	5	2	4	1	15	1000
1	4	1	5	2	4	1	14	1000
1	4	1	5	2	4	1	13	1000
1	4	1	5	2	4	1	12	1000
1	4	1	5	2	4	1	19	1000
1	4	1	5	2	4	1	18	1000
1	4	1	5	2	4	1	17	1000
1	4	1	5	2	4	1	16	1000
1	4	1	5	3	4	1	4	1000
1	4	1	5	3	4	1	5	1000
1	4	1	5	3	4	1	6	1000
1	4	1	5	3	4	1	7	1000
1	4	1	5	3	4	1	0	1000
1	4	1	5	3	4	1	1	1000
1	4	1	5	3	4	1	2	1000
1	4	1	5	3	4	1	3	1000
1	4	1	5	3	4	1	12	1000
1	4	1	5	3	4	1	13	1000
1	4	1	5	3	4	1	14	1000
1	4	1	5	3	4	1	15	1000
1	4	1	5	3	4	1	8	1000
1	4	1	5	3	4	1	9	1000
1	4	1	5	3	4	1	10	1000
1	4	1	5	3	4	1	11	1000
1	4	1	4	3	4	1	16	1000
1	4	1	4	3	4	1	17	1000
1	4	1	4	3	4	1	18	1000
1	4	1	4	3	4	1	19	1000
1	4	1	4	1	4	1	1	1000
1	4	1	4	1	4	1	0	1000
1	4	1	4	1	4	1	3	1000
1	4	1	4	1	4	1	2	1000
1	4	1	4	1	4	1	5	1000
1	4	1	4	1	4	1	4	-992
1	4	1	4	1	4	1	7	1000
1	4	1	4	1	4	1	6	1000
1	4	1	4	1	4	1	9	1000
1	4	1	4	1	4	1	8	1000
1	4	1	4	1	4	1	11	1000
1	4	1	4	1	4	1	10	1000
1	4	1	4	1	4	1	13	1000
1	4	1	4	1	4	1	12	1000
1	4	1	4	1	4	1	15	1000
1	4	1	4	1	4	1	14	1000
1	4	1	4	1	4	1	17	1000
1	4	1	4	1	4	1	16	1000
1	4	1	4	1	4	1	19	1000
1	4	1	4	1	4	1	18	1000
1	4	1	4	2	4	1	3	1000
1	4	1	4	2	4	1	2	1000
1	4	1	4	2	4	1	1	1000
1	4	1	4	2	4	1	0	1000
1	4	1	4	2	4	1	7	1000
1	4	1	4	2	4	1	6	1000
1	4	1	4	2	4	1	5	1000
1	4	1	4	2	4	1	4	1000
1	4	1	4	2	4	1	11	1000
1	4	1	4	2	4	1	10	1000
1	4	1	4	2	4	1	9	1000
1	4	1	4	2	4	1	8	1000
1	4	1	4	2	4	1	15	1000
1	4	1	4	2	4	1	14	1000
1	4	1	4	2	4	1	13	1000
1	4	1	4	2	4	1	12	1000
1	4	1	4	2	4	1	19	1000
1	4	1	4	2	4	1	18	1000
1	4	1	4	2	4	1	17	1000
1	4	1	4	2	4	1	16	1000
1	4	1	4	3	4	1	4	1000
1	4	1	4	3	4	1	5	1000
1	4	1	4	3	4	1	6	1000
1	4	1	4	3	4	1	7	1000
1	4	1	4	3	4	1	0	1000
1	4	1	4	3	4	1	1	1000
1	4	1	4	3	4	1	2	1000
1	4	1	4	3	4	1	3	1000
1	4	1	4	3	4	1	12	1000
1	4	1	4	3	4	1	13	1000
1	4	1	4	3	4	1	14	1000
1	4	1	4	3	4	1	15	1000
1	4	1	4	3	4	1	8	1000
1	4	1	4	3	4	1	9	1000
1	4	1	4	3	4	1	10	1000
1	4	1	4	3	4	1	11	1000
1	4	1	7	3	4	1	16	1000
1	4	1	7	3	4	1	17	1000
1	4	1	7	3	4	1	18	1000
1	4	1	7	3	4	1	19	1000
1	4	1	7	1	4	1	1	1000
1	4	1	7	1	4	1	0	1000
1	4	1	7	1	4	1	3	1000
1	4	1	7	1	4	1	2	1000
1	4	1	7	1	4	1	5	1000
1	4	1	7	1	4	1	4	1000
1	4	1	7	1	4	1	7	-992
1	4	1	7	1	4	1	6	1000
1	4	1	7	1	4	1	9	1000
1	4	1	7	1	4	1	8	1000
1	4	1	7	1	4	1	11	1000
1	4	1	7	1	4	1	10	1000
1	4	1	7	1	4	1	13	1000
1	4	1	7	1	4	1	12	1000
1	4	1	7	1	4	1	15	1000
1	4	1	7	1	4	1	14	1000
1	4	1	7	1	4	1	17	1000
1	4	1	7	1	4	1	16	1000
1	4	1	7	1	4	1	19	1000
1	4	1	7	1	4	1	18	1000
1	4	1	7	2	4	1	3	1000
1	4	1	7	2	4	1	2	1000
1	4	1	7	2	4	1	1	1000
1	4	1	7	2	4	1	0	1000
1	4	1	7	2	4	1	7	1000
1	4	1	7	2	4	1	6	1000
1	4	1	7	2	4	1	5	1000
1	4	1	7	2	4	1	4	1000
1	4	1	7	2	4	1	11	1000
1	4	1	7	2	4	1	10	1000
1	4	1	7	2	4	1	9	1000
1	4	1	7	2	4	1	8	1000
1	4	1	7	2	4	1	15	1000
1	4	1	7	2	4	1	14	1000
1	4	1	7	2	4	1	13	1000
1	4	1	7	2	4	1	12	1000
1	4	1	7	2	4	1	19	1000
1	4	1	7	2	4	1	18	1000
1	4	1	7	2	4	1	17	1000
1	4	1	7	2	4	1	16	1000
1	4	1	7	3	4	1	4	1000
1	4	1	7	3	4	1	5	1000
1	4	1	7	3	4	1	6	1000
1	4	1	7	3	4	1	7	1000
1	4	1	7	3	4	1	0	1000
1	4	1	7	3	4	1	1	1000
1	4	1	7	3	4	1	2	1000
1	4	1	7	3	4	1	3	1000
1	4	1	7	3	4	1	12	1000
1	4	1	7	3	4	1	13	1000
1	4	1	7	3	4	1	14	1000
1	4	1	7	3	4	1	15	1000
1	4	1	7	3	4	1	8	1000
1	4	1	7	3	4	1	9	1000
1	4	1	7	3	4	1	10	1000
1	4	1	7	3	4	1	11	1000
1	4	1	6	3	4	1	16	1000
1	4	1	6	3	4	1	17	1000
1	4	1	6	3	4	1	18	1000
1	4	1	6	3	4	1	19	1000
1	4	1	6	1	4	1	1	1000
1	4	1	6	1	4	1	0	1000
1	4	1	6	1	4	1	3	1000
1	4	1	6	1	4	1	2	1000
1	4	1	6	1	4	1	5	1000
1	4	1	6	1	4	1	4	1000
1	4	1	6	1	4	1	7	1000
1	4	1	6	1	4	1	6	-992
1	4	1	6	1	4	1	9	1000
1	4	1	6	1	4	1	8	1000
1	4	1	6	1	4	1	11	1000
1	4	1	6	1	4	1	10	1000
1	4	1	6	1	4	1	13	1000
1	4	1	6	1	4	1	12	1000
1	4	1	6	1	4	1	15	1000
1	4	1	6	1	4	1	14	1000
1	4	1	6	1	4	1	17	1000
1	4	1	6	1	4	1	16	1000
1	4	1	6	1	4	1	19	1000
1	4	1	6	1	4	1	18	1000
1	4	1	6	2	4	1	3	1000
1	4	1	6	2	4	1	2	1000
1	4	1	6	2	4	1	1	1000
1	4	1	6	2	4	1	0	1000
1	4	1	6	2	4	1	7	1000
1	4	1	6	2	4	1	6	1000
1	4	1	6	2	4	1	5	1000
1	4	1	6	2	4	1	4	1000
1	4	1	6	2	4	1	11	1000
1	4	1	6	2	4	1	10	1000
1	4	1	6	2	4	1	9	1000
1	4	1	6	2	4	1	8	1000
1	4	1	6	2	4	1	15	1000
1	4	1	6	2	4	1	14	1000
1	4	1	6	2	4	1	13	1000
1	4	1	6	2	4	1	12	1000
1	4	1	6	2	4	1	19	1000
1	4	1	6	2	4	1	18	1000
1	4	1	6	2	4	1	17	1000
1	4	1	6	2	4	1	16	1000
1	4	1	6	3	4	1	4	1000
1	4	1	6	3	4	1	5	1000
1	4	1	6	3	4	1	6	1000
1	4	1	6	3	4	1	7	1000
1	4	1	6	3	4	1	0	1000
1	4	1	6	3	4	1	1	1000
1	4	1	6	3	4	1	2	1000
1	4	1	6	3	4	1	3	1000
1	4	1	6	3	4	1	12	1000
1	4	1	6	3	4	1	13	1000
1	4	1	6	3	4	1	14	1000
1	4	1	6	3	4	1	15	1000
1	4	1	6	3	4	1	8	1000
1	4	1	6	3	4	1	9	1000
1	4	1	6	3	4	1	10	1000
1	4	1	6	3	4	1	11	1000
1	4	1	9	3	4	1	16	1000
1	4	1	9	3	4	1	17	1000
1	4	1	9	3	4	1	18	1000
1	4	1	9	3	4	1	19	1000
1	4	1	9	1	4	1	1	1000
1	4	1	9	1	4	1	0	1000
1	4	1	9	1	4	1	3	1000
1	4	1	9	1	4	1	2	1000
1	4	1	9	1	4	1	5	1000
1	4	1	9	1	4	1	4	1000
1	4	1	9	1	4	1	7	1000
1	4	1	9	1	4	1	6	1000
1	4	1	9	1	4	1	9	-1000
1	4	1	9	1	4	1	8	1000
1	4	1	9	1	4	1	11	1000
1	4	1	9	1	4	1	10	1000
1	4	1	9	1	4	1	13	1000
1	4	1	9	1	4	1	12	1000
1	4	1	9	1	4	1	15	1000
1	4	1	9	1	4	1	14	1000
1	4	1	9	1	4	1	17	1000
1	4	1	9	1	4	1	16	1000
1	4	1	9	1	4	1	19	1000
1	4	1	9	1	4	1	18	1000
1	4	1	9	2	4	1	3	1000
1	4	1	9	2	4	1	2	1000
1	4	1	9	2	4	1	1	1000
1	4	1	9	2	4	1	0	1000
1	4	1	9	2	4	1	7	1000
1	4	1	9	2	4	1	6	1000
1	4	1	9	2	4	1	5	1000
1	4	1	9	2	4	1	4	1000
1	4	1	9	2	4	1	11	1000
1	4	1	9	2	4	1	10	1000
1	4	1	9	2	4	1	9	1000
1	4	1	9	2	4	1	8	1000
1	4	1	9	2	4	1	15	1000
1	4	1	9	2	4	1	14	1000
1	4	1	9	2	4	1	13	1000
1	4	1	9	2	4	1	12	1000
1	4	1	9	2	4	1	19	1000
1	4	1	9	2	4	1	18	1000
1	4	1	9	2	4	1	17	1000
1	4	1	9	2	4	1	16	1000
1	4	1	9	3	4	1	4	1000
1	4	1	9	3	4	1	5	1000
1	4	1	9	3	4	1	6	1000
1	4	1	9	3	4	1	7	1000
1	4	1	9	3	4	1	0	1000
1	4	1	9	3	4	1	1	1000
1	4	1	9	3	4	1	2	1000
1	4	1	9	3	4	1	3	1000
1	4	1	9	3	4	1	12	1000
1	4	1	9	3	4	1	13	1000
1	4	1	9	3	4	1	14	1000
1	4	1	9	3	4	1	15	1000
1	4	1	9	3	4	1	8	1000
1	4	1	9	3	4	1	9	1000
1	4	1	9	3	4	1	10	1000
1	4	1	9	3	4	1	11	1000
1	4	1	8	3	4	1	16	1000
1	4	1	8	3	4	1	17	1000
1	4	1	8	3	4	1	18	1000
1	4	1	8	3	4	1	19	1000
1	4	1	8	1	4	1	1	1000
1	4	1	8	1	4	1	0	1000
1	4	1	8	1	4	1	3	1000
1	4	1	8	1	4	1	2	1000
1	4	1	8	1	4	1	5	1000
1	4	1	8	1	4	1	4	1000
1	4	1	8	1	4	1	7	1000
1	4	1	8	1	4	1	6	1000
1	4	1	8	1	4	1	9	1000
1	4	1	8	1	4	1	8	-1000
1	4	1	8	1	4	1	11	1000
1	4	1	8	1	4	1	10	1000
1	4	1	8	1	4	1	13	1000
1	4	1	8	1	4	1	12	1000
1	4	1	8	1	4	1	15	1000
1	4	1	8	1	4	1	14	1000
1	4	1	8	1	4	1	17	1000
1	4	1	8	1	4	1	16	1000
1	4	1	8	1	4	1	19	1000
1	4	1	8	1	4	1	18	1000
1	4	1	8	2	4	1	3	1000
1	4	1	8	2	4	1	2	1000
1	4	1	8	2	4	1	1	1000
1	4	1	8	2	4	1	0	1000
1	4	1	8	2	4	1	7	1000
1	4	1	8	2	4	1	6	1000
1	4	1	8	2	4	1	5	1000
1	4	1	8	2	4	1	4	1000
1	4	1	8	2	4	1	11	1000
1	4	1	8	2	4	1	10	1000
1	4	1	8	2	4	1	9	1000
1	4	1	8	2	4	1	8	1000
1	4	1	8	2	4	1	15	1000
1	4	1	8	2	4	1	14	1000
1	4	1	8	2	4	1	13	1000
1	4	1	8	2	4	1	12	1000
1	4	1	8	2	4	1	19	1000
1	4	1	8	2	4	1	18	1000
1	4	1	8	2	4	1	17	1000
1	4	1	8	2	4	1	16	1000
1	4	1	8	3	4	1	4	1000
1	4	1	8	3	4	1	5	1000
1	4	1	8	3	4	1	6	1000
1	4	1	8	3	4	1	7	1000
1	4	1	8	3	4	1	0	1000
1	4	1	8	3	4	1	1	1000
1	4	1	8	3	4	1	2	1000
1	4	1	8	3	4	1	3	1000
1	4	1	8	3	4	1	12	1000
1	4	1	8	3	4	1	13	1000
1	4	1	8	3	4	1	14	1000
1	4	1	8	3	4	1	15	1000
1	4	1	8	3	4	1	8	1000
1	4	1	8	3	4	1	9	1000
1	4	1	8	3	4	1	10	1000
1	4	1	8	3	4	1	11	1000
1	4	1	11	3	4	1	16	1000
1	4	1	11	3	4	1	17	1000
1	4	1	11	3	4	1	18	1000
1	4	1	11	3	4	1	19	1000
1	4	1	11	1	4	1	1	1000
1	4	1	11	1	4	1	0	1000
1	4	1	11	1	4	1	3	1000
1	4	1	11	1	4	1	2	1000
1	4	1	11	1	4	1	5	1000
1	4	1	11	1	4	1	4	1000
1	4	1	11	1	4	1	7	1000
1	4	1	11	1	4	1	6	1000
1	4	1	11	1	4	1	9	1000
1	4	1	11	1	4	1	8	1000
1	4	1	11	1	4	1	11	-1000
1	4	1	11	1	4	1	10	1000
1	4	1	11	1	4	1	13	1000
1	4	1	11	1	4	1	12	1000
1	4	1	11	1	4	1	15	1000
1	4	1	11	1	4	1	14	1000
1	4	1	11	1	4	1	17	1000
1	4	1	11	1	4	1	16	1000
1	4	1	11	1	4	1	19	1000
1	4	1	11	1	4	1	18	1000
1	4	1	11	2	4	1	3	1000
1	4	1	11	2	4	1	2	1000
1	4	1	11	2	4	1	1	1000
1	4	1	11	2	4	1	0	1000
1	4	1	11	2	4	1	7	1000
1	4	1	11	2	4	1	6	1000
1	4	1	11	2	4	1	5	1000
1	4	1	11	2	4	1	4	1000
1	4	1	11	2	4	1	11	1000
1	4	1	11	2	4	1	10	1000
1	4	1	11	2	4	1	9	1000
1	4	1	11	2	4	1	8	1000
1	4	1	11	2	4	1	15	1000
1	4	1	11	2	4	1	14	1000
1	4	1	11	2	4	1	13	1000
1	4	1	11	2	4	1	12	1000
1	4	1	11	2	4	1	19	1000
1	4	1	11	2	4	1	18	1000
1	4	1	11	2	4	1	17	1000
1	4	1	11	2	4	1	16	1000
1	4	1	11	3	4	1	4	1000
1	4	1	11	3	4	1	5	1000
1	4	1	11	3	4	1	6	1000
1	4	1	11	3	4	1	7	1000
1	4	1	11	3	4	1	0	1000
1	4	1	11	3	4	1	1	1000
1	4	1	11	3	4	1	2	1000
1	4	1	11	3	4	1	3	1000
1	4	1	11	3	4	1	12	1000
1	4	1	11	3	4	1	13	1000
1	4	1	11	3	4	1	14	1000
1	4	1	11	3	4	1	15	1000
1	4	1	11	3	4	1	8	1000
1	4	1	11	3	4	1	9	1000
1	4	1	11	3	4	1	10	1000
1	4	1	11	3	4	1	11	1000
1	4	1	10	3	4	1	16	1000
1	4	1	10	3	4	1	17	1000
1	4	1	10	3	4	1	18	1000
1	4	1	10	3	4	1	19	1000
1	4	1	10	1	4	1	1	1000
1	4	1	10	1	4	1	0	1000
1	4	1	10	1	4	1	3	1000
1	4	1	10	1	4	1	2	1000
1	4	1	10	1	4	1	5	1000
1	4	1	10	1	4	1	4	1000
1	4	1	10	1	4	1	7	1000
1	4	1	10	1	4	1	6	1000
1	4	1	10	1	4	1	9	1000
1	4	1	10	1	4	1	8	1000
1	4	1	10	1	4	1	11	1000
1	4	1	10	1	4	1	10	-1000
1	4	1	10	1	4	1	13	1000
1	4	1	10	1	4	1	12	1000
1	4	1	10	1	4	1	15	1000
1	4	1	10	1	4	1	14	1000
1	4	1	10	1	4	1	17	1000
1	4	1	10	1	4	1	16	1000
1	4	1	10	1	4	1	19	1000
1	4	1	10	1	4	1	18	1000
1	4	1	10	2	4	1	3	1000
1	4	1	10	2	4	1	2	1000
1	4	1	10	2	4	1	1	1000
1	4	1	10	2	4	1	0	1000
1	4	1	10	2	4	1	7	1000
1	4	1	10	2	4	1	6	1000
1	4	1	10	2	4	1	5	1000
1	4	1	10	2	4	1	4	1000
1	4	1	10	2	4	1	11	1000
1	4	1	10	2	4	1	10	1000
1	4	1	10	2	4	1	9	1000
1	4	1	10	2	4	1	8	1000
1	4	1	10	2	4	1	15	1000
1	4	1	10	2	4	1	14	1000
1	4	1	10	2	4	1	13	1000
1	4	1	10	2	4	1	12	1000
1	4	1	10	2	4	1	19	1000
1	4	1	10	2	4	1	18	1000
1	4	1	10	2	4	1	17	1000
1	4	1	10	2	4	1	16	1000
1	4	1	10	3	4	1	4	1000
1	4	1	10	3	4	1	5	1000
1	4	1	10	3	4	1	6	1000
1	4	1	10	3	4	1	7	1000
1	4	1	10	3	4	1	0	1000
1	4	1	10	3	4	1	1	1000
1	4	1	10	3	4	1	2	1000
1	4	1	10	3	4	1	3	1000
1	4	1	10	3	4	1	12	1000
1	4	1	10	3	4	1	13	1000
1	4	1	10	3	4	1	14	1000
1	4	1	10	3	4	1	15	1000
1	4	1	10	3	4	1	8	1000
1	4	1	10	3	4	1	9	1000
1	4	1	10	3	4	1	10	1000
1	4	1	10	3	4	1	11	1000
1	4	1	13	3	4	1	16	1000
1	4	1	13	3	4	1	17	1000
1	4	1	13	3	4	1	18	1000
1	4	1	13	3	4	1	19	1000
1	4	1	13	1	4	1	1	1000
1	4	1	13	1	4	1	0	1000
1	4	1	13	1	4	1	3	1000
1	4	1	13	1	4	1	2	1000
1	4	1	13	1	4	1	5	1000
1	4	1	13	1	4	1	4	1000
1	4	1	13	1	4	1	7	1000
1	4	1	13	1	4	1	6	1000
